"","index","starts_x","starts_y","index_start","ends_x","ends_y","index_end"
"1113",1113,402737.680863003,4723319.58873152,13,370132.023189903,4706007.18552313,132
"1114",1114,402737.680863003,4723319.58873152,13,370332.31242402,4705027.18999401,131
"1115",1115,402737.680863003,4723319.58873152,13,370529.622899058,4714268.03220298,141
"1116",1116,402737.680863003,4723319.58873152,13,370532.601658136,4704047.1944649,130
"1117",1117,402737.680863003,4723319.58873152,13,370732.890892253,4703067.19893578,129
"1118",1118,402737.680863003,4723319.58873152,13,370933.180126369,4702087.20340666,128
"1119",1119,402737.680863003,4723319.58873152,13,371133.469360486,4701107.20787754,127
"1120",1120,402737.680863003,4723319.58873152,13,371221.276730256,4714949.29200092,142
"1121",1121,402737.680863003,4723319.58873152,13,371333.758594602,4700127.21234843,126
"1122",1122,402737.680863003,4723319.58873152,13,371534.047828719,4699147.21681931,125
"1123",1123,402737.680863003,4723319.58873152,13,371734.337062835,4698167.22129019,124
"1124",1124,402737.680863003,4723319.58873152,13,371934.626296952,4697187.22576108,123
"1125",1125,402737.680863003,4723319.58873152,13,372134.915531068,4696207.23023196,122
"1126",1126,402737.680863003,4723319.58873152,13,372143.625363278,4715336.30623005,143
"1127",1127,402737.680863003,4723319.58873152,13,372335.204765185,4695227.23470284,121
"1128",1128,402737.680863003,4723319.58873152,13,372535.493999301,4694247.23917373,120
"1129",1129,402737.680863003,4723319.58873152,13,372735.783233418,4693267.24364461,119
"1130",1130,402737.680863003,4723319.58873152,13,372936.072467534,4692287.24811549,118
"1131",1131,402737.680863003,4723319.58873152,13,372994.111214269,4715856.40822564,144
"1132",1132,402737.680863003,4723319.58873152,13,373136.361701651,4691307.25258638,117
"1133",1133,402737.680863003,4723319.58873152,13,373336.650935767,4690327.25705726,116
"1134",1134,402737.680863003,4723319.58873152,13,373536.940169884,4689347.26152814,115
"1135",1135,402737.680863003,4723319.58873152,13,373737.229404,4688367.26599903,114
"1136",1136,402737.680863003,4723319.58873152,13,373820.180047789,4716420.37711663,145
"1137",1137,402737.680863003,4723319.58873152,13,373937.518638117,4687387.27046991,113
"1138",1138,402737.680863003,4723319.58873152,13,374137.807872233,4686407.27494079,112
"1139",1139,402737.680863003,4723319.58873152,13,374338.09710635,4685427.27941168,111
"1140",1140,402737.680863003,4723319.58873152,13,374538.386340466,4684447.28388256,110
"1141",1141,402737.680863003,4723319.58873152,13,374634.429329938,4716999.23724239,146
"1142",1142,402737.680863003,4723319.58873152,13,374738.675574583,4683467.28835344,109
"1143",1143,402737.680863003,4723319.58873152,13,374938.964808699,4682487.29282433,108
"1144",1144,402737.680863003,4723319.58873152,13,375139.254042816,4681507.29729521,107
"1145",1145,402737.680863003,4723319.58873152,13,375277.564558586,4717765.32084883,147
"1146",1146,402737.680863003,4723319.58873152,13,375339.543276932,4680527.30176609,106
"1147",1147,402737.680863003,4723319.58873152,13,375539.832511049,4679547.30623698,105
"1148",1148,402737.680863003,4723319.58873152,13,375740.121745165,4678567.31070786,104
"1149",1149,402737.680863003,4723319.58873152,13,375851.256593983,4718578.17507649,148
"1150",1150,402737.680863003,4723319.58873152,13,375940.410979282,4677587.31517874,103
"1151",1151,402737.680863003,4723319.58873152,13,376140.700213398,4676607.31964963,102
"1152",1152,402737.680863003,4723319.58873152,13,376319.248313749,4719462.19473952,149
"1153",1153,402737.680863003,4723319.58873152,13,376340.989447515,4675627.32412051,101
"1154",1154,402737.680863003,4723319.58873152,13,376541.278681631,4674647.32859139,100
"1155",1155,402737.680863003,4723319.58873152,13,376681.536735901,4720389.4935797,150
"1156",1156,402737.680863003,4723319.58873152,13,376741.567915748,4673667.33306228,99
"1157",1157,402737.680863003,4723319.58873152,13,376916.911942848,4721355.86076852,151
"1158",1158,402737.680863003,4723319.58873152,13,376918.911395806,4722355.30532974,152
"1159",1159,402737.680863003,4723319.58873152,13,376941.857149864,4672687.33753316,98
"1160",1160,402737.680863003,4723319.58873152,13,377000.06611637,4723257.11112627,153
"1161",1161,402737.680863003,4723319.58873152,13,377142.14638398,4671707.34200404,97
"1162",1162,402737.680863003,4723319.58873152,13,377342.435618097,4670727.34647493,96
"1163",1163,402737.680863003,4723319.58873152,13,377542.724852214,4669747.35094581,95
"1164",1164,402737.680863003,4723319.58873152,13,377743.01408633,4668767.35541669,94
"1165",1165,402737.680863003,4723319.58873152,13,377885.021343393,4723723.3313109,154
"1166",1166,402737.680863003,4723319.58873152,13,377943.303320447,4667787.35988757,93
"1167",1167,402737.680863003,4723319.58873152,13,378143.592554563,4666807.36435846,92
"1168",1168,402737.680863003,4723319.58873152,13,378343.88178868,4665827.36882934,91
"1169",1169,402737.680863003,4723319.58873152,13,378769.976570416,4724189.55149553,155
"1170",1170,402737.680863003,4723319.58873152,13,378814.266512756,4665142.36416755,90
"1171",1171,402737.680863003,4723319.58873152,13,379654.931797439,4724655.77168016,156
"1172",1172,402737.680863003,4723319.58873152,13,379808.078874725,4665029.03277919,89
"1173",1173,402737.680863003,4723319.58873152,13,380539.887024462,4725121.99186479,157
"1174",1174,402737.680863003,4723319.58873152,13,380801.891236695,4664915.70139082,88
"1175",1175,402737.680863003,4723319.58873152,13,381424.842251486,4725588.21204942,158
"1176",1176,402737.680863003,4723319.58873152,13,381795.703598664,4664802.37000246,87
"1177",1177,402737.680863003,4723319.58873152,13,382309.797478509,4726054.43223405,159
"1178",1178,402737.680863003,4723319.58873152,13,382789.515960634,4664689.0386141,86
"1179",1179,402737.680863003,4723319.58873152,13,383194.752705532,4726520.65241868,160
"1180",1180,402737.680863003,4723319.58873152,13,383783.328322604,4664575.70722574,85
"1181",1181,402737.680863003,4723319.58873152,13,384079.707932555,4726986.87260331,161
"1182",1182,402737.680863003,4723319.58873152,13,384777.140684573,4664462.37583737,84
"1183",1183,402737.680863003,4723319.58873152,13,384964.663159578,4727453.09278794,162
"1184",1184,402737.680863003,4723319.58873152,13,385770.953046543,4664349.04444901,83
"1185",1185,402737.680863003,4723319.58873152,13,385849.618386602,4727919.31297257,163
"1186",1186,402737.680863003,4723319.58873152,13,386734.573613625,4728385.5331572,164
"1187",1187,402737.680863003,4723319.58873152,13,386764.765408513,4664235.71306065,82
"1188",1188,402737.680863003,4723319.58873152,13,387619.528840648,4728851.75334183,165
"1189",1189,402737.680863003,4723319.58873152,13,387758.577770482,4664122.38167229,81
"1190",1190,402737.680863003,4723319.58873152,13,388504.484067671,4729317.97352646,166
"1191",1191,402737.680863003,4723319.58873152,13,388752.390132452,4664009.05028392,80
"1192",1192,402737.680863003,4723319.58873152,13,389389.439294694,4729784.19371109,167
"1193",1193,402737.680863003,4723319.58873152,13,389746.202494421,4663895.71889556,79
"1194",1194,402737.680863003,4723319.58873152,13,390274.394521718,4730250.41389572,168
"1195",1195,402737.680863003,4723319.58873152,13,390740.014856391,4663782.3875072,78
"1196",1196,402737.680863003,4723319.58873152,13,391159.349748741,4730716.63408035,169
"1197",1197,402920.584961445,4722336.20014852,14,368930.287785204,4711887.15869783,138
"1198",1198,402920.584961445,4722336.20014852,14,369130.577019321,4710907.16316871,137
"1199",1199,402920.584961445,4722336.20014852,14,369330.866253437,4709927.1676396,136
"1200",1200,402920.584961445,4722336.20014852,14,369367.466271742,4712662.99613934,139
"1201",1201,402920.584961445,4722336.20014852,14,369531.155487554,4708947.17211048,135
"1202",1202,402920.584961445,4722336.20014852,14,369731.44472167,4707967.17658136,134
"1203",1203,402920.584961445,4722336.20014852,14,369931.733955787,4706987.18105225,133
"1204",1204,402920.584961445,4722336.20014852,14,369950.95875048,4713454.23086039,140
"1205",1205,402920.584961445,4722336.20014852,14,370132.023189903,4706007.18552313,132
"1206",1206,402920.584961445,4722336.20014852,14,370332.31242402,4705027.18999401,131
"1207",1207,402920.584961445,4722336.20014852,14,370529.622899058,4714268.03220298,141
"1208",1208,402920.584961445,4722336.20014852,14,370532.601658136,4704047.1944649,130
"1209",1209,402920.584961445,4722336.20014852,14,370732.890892253,4703067.19893578,129
"1210",1210,402920.584961445,4722336.20014852,14,370933.180126369,4702087.20340666,128
"1211",1211,402920.584961445,4722336.20014852,14,371133.469360486,4701107.20787754,127
"1212",1212,402920.584961445,4722336.20014852,14,371221.276730256,4714949.29200092,142
"1213",1213,402920.584961445,4722336.20014852,14,371333.758594602,4700127.21234843,126
"1214",1214,402920.584961445,4722336.20014852,14,371534.047828719,4699147.21681931,125
"1215",1215,402920.584961445,4722336.20014852,14,371734.337062835,4698167.22129019,124
"1216",1216,402920.584961445,4722336.20014852,14,371934.626296952,4697187.22576108,123
"1217",1217,402920.584961445,4722336.20014852,14,372134.915531068,4696207.23023196,122
"1218",1218,402920.584961445,4722336.20014852,14,372143.625363278,4715336.30623005,143
"1219",1219,402920.584961445,4722336.20014852,14,372335.204765185,4695227.23470284,121
"1220",1220,402920.584961445,4722336.20014852,14,372535.493999301,4694247.23917373,120
"1221",1221,402920.584961445,4722336.20014852,14,372735.783233418,4693267.24364461,119
"1222",1222,402920.584961445,4722336.20014852,14,372936.072467534,4692287.24811549,118
"1223",1223,402920.584961445,4722336.20014852,14,372994.111214269,4715856.40822564,144
"1224",1224,402920.584961445,4722336.20014852,14,373136.361701651,4691307.25258638,117
"1225",1225,402920.584961445,4722336.20014852,14,373336.650935767,4690327.25705726,116
"1226",1226,402920.584961445,4722336.20014852,14,373536.940169884,4689347.26152814,115
"1227",1227,402920.584961445,4722336.20014852,14,373737.229404,4688367.26599903,114
"1228",1228,402920.584961445,4722336.20014852,14,373820.180047789,4716420.37711663,145
"1229",1229,402920.584961445,4722336.20014852,14,373937.518638117,4687387.27046991,113
"1230",1230,402920.584961445,4722336.20014852,14,374137.807872233,4686407.27494079,112
"1231",1231,402920.584961445,4722336.20014852,14,374338.09710635,4685427.27941168,111
"1232",1232,402920.584961445,4722336.20014852,14,374538.386340466,4684447.28388256,110
"1233",1233,402920.584961445,4722336.20014852,14,374634.429329938,4716999.23724239,146
"1234",1234,402920.584961445,4722336.20014852,14,374738.675574583,4683467.28835344,109
"1235",1235,402920.584961445,4722336.20014852,14,374938.964808699,4682487.29282433,108
"1236",1236,402920.584961445,4722336.20014852,14,375139.254042816,4681507.29729521,107
"1237",1237,402920.584961445,4722336.20014852,14,375277.564558586,4717765.32084883,147
"1238",1238,402920.584961445,4722336.20014852,14,375339.543276932,4680527.30176609,106
"1239",1239,402920.584961445,4722336.20014852,14,375539.832511049,4679547.30623698,105
"1240",1240,402920.584961445,4722336.20014852,14,375740.121745165,4678567.31070786,104
"1241",1241,402920.584961445,4722336.20014852,14,375851.256593983,4718578.17507649,148
"1242",1242,402920.584961445,4722336.20014852,14,375940.410979282,4677587.31517874,103
"1243",1243,402920.584961445,4722336.20014852,14,376140.700213398,4676607.31964963,102
"1244",1244,402920.584961445,4722336.20014852,14,376319.248313749,4719462.19473952,149
